height,weight,label
165,95,fat
162,39,thin
188,71,normal
145,63,fat
188,94,fat
157,94,fat
141,68,fat
147,95,fat
149,42,normal
182,43,thin
182,43,thin
147,38,thin
175,88,fat
183,70,normal
183,76,normal
142,80,fat
182,92,fat
179,53,thin
160,70,fat
189,92,fat
167,94,fat
148,83,fat
151,35,thin
175,98,fat
186,79,normal
163,78,fat
184,66,normal
154,78,fat
178,87,fat
165,98,fat
173,54,thin
177,69,normal
174,63,normal
163,42,thin
153,53,normal
150,52,normal
156,61,fat
140,70,fat
163,61,normal
167,70,fat
158,74,fat
169,45,thin
178,73,normal
165,70,fat
143,69,fat
170,43,thin
189,64,thin
190,51,thin
157,94,fat
177,93,fat
152,97,fat
148,68,fat
175,53,thin
168,60,normal
167,80,fat
187,80,normal
160,67,fat
184,81,normal
180,39,thin
183,41,thin
145,92,fat
144,44,normal
186,94,fat
185,57,thin
179,63,normal
189,74,normal
143,45,normal
168,99,fat
142,45,normal
186,48,thin
172,69,normal
162,54,normal
180,35,thin
148,91,fat
166,92,fat
161,37,thin
168,83,fat
155,68,fat
184,73,normal
147,62,fat
153,81,fat
182,77,normal
172,72,normal
189,84,normal
173,38,thin
173,92,fat
156,44,thin
145,61,fat
152,78,fat
155,100,fat
144,61,fat
142,98,fat
168,89,fat
151,96,fat
168,41,thin
189,67,normal
182,51,thin
141,97,fat
160,67,fat
146,82,fat
167,40,thin
184,68,normal
185,40,thin
183,76,normal
143,95,fat
187,93,fat
161,44,thin
166,52,normal
176,36,thin
169,93,fat
144,51,normal
178,95,fat
157,78,fat
159,37,thin
160,81,fat
175,79,fat
166,62,normal
157,79,fat
145,87,fat
143,91,fat
155,78,fat
171,63,normal
165,69,fat
169,69,normal
187,83,normal
170,64,normal
174,70,normal
160,37,thin
178,55,thin
145,69,fat
142,96,fat
160,77,fat
150,35,thin
190,71,normal
187,86,normal
176,50,thin
165,75,fat
174,89,fat
170,86,fat
172,65,normal
180,89,fat
182,94,fat
159,55,normal
154,76,fat
156,41,thin
182,71,normal
183,35,thin
147,77,fat
162,38,thin
155,60,normal
190,88,normal
140,100,fat
181,66,normal
166,79,fat
159,62,normal
189,83,normal
164,56,normal
142,46,normal
150,69,fat
153,51,normal
173,64,normal
189,93,fat
161,35,thin
179,63,normal
155,85,fat
188,98,fat
184,98,fat
183,80,normal
171,40,thin
169,58,normal
148,47,normal
151,86,fat
188,69,normal
147,67,fat
184,44,thin
164,60,normal
172,77,fat
189,91,fat
188,61,thin
172,95,fat
152,59,fat
146,66,fat
184,66,normal
160,40,thin
144,39,normal
141,37,normal
173,98,fat
162,70,fat
154,93,fat
186,51,thin
159,45,thin
145,81,fat
187,62,thin
151,57,normal
181,57,thin
145,68,fat
148,73,fat
156,46,normal
185,63,thin
167,76,fat
165,41,thin
167,48,thin
169,57,normal
146,97,fat
154,47,normal
140,59,fat
184,55,thin
163,68,fat
148,77,fat
158,91,fat
149,67,fat
141,39,normal
171,94,fat
166,66,normal
153,82,fat
164,91,fat
183,60,thin
177,38,thin
182,86,fat
159,61,normal
157,56,normal
162,57,normal
171,65,normal
181,74,normal
141,41,normal
185,87,fat
143,84,fat
141,38,normal
190,62,thin
162,56,normal
173,59,normal
189,79,normal
185,73,normal
180,59,thin
162,42,thin
181,59,thin
155,77,fat
181,69,normal
155,76,fat
149,51,normal
168,52,thin
190,84,normal
158,100,fat
158,52,normal
186,80,normal
174,81,fat
154,88,fat
170,70,normal
176,77,normal
188,92,fat
182,52,thin
164,35,thin
171,88,fat
145,55,fat
175,60,normal
168,57,normal
170,66,normal
156,91,fat
177,71,normal
151,68,fat
162,90,fat
148,91,fat
183,69,normal
164,91,fat
155,68,fat
140,48,normal
160,40,thin
188,68,normal
189,61,thin
163,61,normal
190,66,thin
140,79,fat
167,98,fat
144,75,fat
184,44,thin
185,91,fat
141,100,fat
172,72,normal
176,41,thin
173,98,fat
158,56,normal
182,80,normal
156,66,fat
182,41,thin
180,60,normal
165,91,fat
157,53,normal
187,47,thin
163,41,thin
145,40,normal
170,44,thin
149,100,fat
166,94,fat
171,37,thin
144,98,fat
140,55,fat
161,78,fat
169,57,normal
150,67,fat
150,41,thin
140,96,fat
142,67,fat
165,86,fat
184,42,thin
177,84,fat
184,55,thin
143,90,fat
166,36,thin
158,61,normal
147,89,fat
149,48,normal
165,92,fat
161,68,fat
151,86,fat
148,39,thin
183,48,thin
151,35,thin
182,59,thin
161,95,fat
166,49,thin
169,53,normal
166,83,fat
186,37,thin
156,45,thin
164,46,thin
167,86,fat
181,78,normal
154,67,fat
179,57,thin
160,73,fat
153,49,normal
190,100,fat
164,96,fat
153,36,thin
158,41,thin
153,51,normal
169,72,fat
183,59,thin
149,99,fat
140,60,fat
173,42,thin
151,88,fat
164,77,fat
140,43,normal
145,77,fat
145,64,fat
175,91,fat
187,72,normal
182,96,fat
187,65,normal
149,46,normal
172,85,fat
175,66,normal
140,82,fat
165,73,fat
145,42,normal
141,46,normal
149,58,fat
190,61,thin
155,86,fat
175,48,thin
188,100,fat
163,57,normal
168,100,fat
140,42,normal
169,35,thin
150,51,normal
190,44,thin
185,100,fat
181,58,thin
173,65,normal
172,48,thin
150,83,fat
181,90,fat
177,71,normal
165,86,fat
141,73,fat
173,45,thin
148,91,fat
157,100,fat
184,89,fat
143,80,fat
161,53,normal
189,70,normal
163,38,thin
184,75,normal
169,77,fat
167,57,normal
180,42,thin
175,46,thin
188,40,thin
170,38,thin
159,97,fat
141,92,fat
178,68,normal
143,57,fat
179,50,thin
187,91,fat
176,41,thin
150,91,fat
146,50,normal
173,66,normal
186,97,fat
173,38,thin
178,88,fat
190,41,thin
173,77,fat
164,78,fat
140,70,fat
154,84,fat
162,86,fat
140,78,fat
145,46,normal
187,64,thin
157,72,fat
184,78,normal
157,51,normal
142,59,fat
146,89,fat
150,59,fat
165,81,fat
173,49,thin
156,58,normal
157,45,thin
142,39,normal
170,91,fat
163,53,normal
177,49,thin
146,65,fat
146,93,fat
147,81,fat
163,68,fat
190,85,normal
186,79,normal
165,66,normal
189,77,normal
166,99,fat
188,64,thin
176,39,thin
153,46,normal
152,60,fat
167,74,fat
172,86,fat
177,55,thin
179,51,thin
142,41,normal
179,71,normal
164,72,fat
170,89,fat
148,57,fat
143,44,normal
184,97,fat
167,63,normal
187,100,fat
161,47,thin
180,36,thin
145,70,fat
169,59,normal
147,53,normal
169,59,normal
162,86,fat
176,36,thin
147,40,normal
166,71,fat
179,86,fat
190,77,normal
180,75,normal
158,54,normal
152,63,fat
164,48,thin
141,75,fat
173,59,normal
141,90,fat
169,46,thin
154,62,fat
185,42,thin
161,61,normal
162,74,fat
165,64,normal
183,74,normal
186,64,thin
159,58,normal
173,74,normal
157,61,normal
176,46,thin
188,86,normal
167,82,fat
160,81,fat
189,92,fat
169,48,thin
140,76,fat
172,83,fat
167,75,fat
175,42,thin
164,50,normal
180,67,normal
157,57,normal
148,56,fat
146,73,fat
175,87,fat
188,89,fat
151,82,fat
143,79,fat
186,52,thin
180,90,fat
185,37,thin
156,60,normal
173,38,thin
149,82,fat
159,92,fat
153,38,thin
160,93,fat
155,65,fat
153,76,fat
180,60,normal
140,59,fat
168,86,fat
186,43,thin
140,93,fat
143,75,fat
171,39,thin
157,96,fat
151,78,fat
187,68,normal
150,59,fat
156,62,fat
163,89,fat
142,53,fat
173,66,normal
145,70,fat
156,40,thin
185,98,fat
144,86,fat
171,94,fat
185,58,thin
159,51,normal
143,80,fat
153,59,fat
151,82,fat
168,90,fat
190,79,normal
168,61,normal
145,60,fat
157,79,fat
152,75,fat
158,98,fat
142,49,normal
190,44,thin
170,55,normal
168,57,normal
172,37,thin
158,80,fat
190,40,thin
170,80,fat
180,87,fat
165,81,fat
142,66,fat
141,51,fat
157,64,fat
158,84,fat
188,73,normal
143,50,normal
175,82,fat
151,74,fat
168,54,normal
175,88,fat
158,41,thin
140,57,fat
141,69,fat
165,73,fat
143,82,fat
146,92,fat
163,39,thin
146,51,normal
171,41,thin
147,69,fat
184,85,fat
179,68,normal
170,57,normal
141,84,fat
159,58,normal
187,61,thin
165,89,fat
164,50,normal
183,87,fat
157,35,thin
154,46,normal
170,37,thin
157,91,fat
176,73,normal
144,44,normal
183,66,normal
190,70,normal
153,83,fat
169,68,normal
150,36,thin
183,90,fat
143,46,normal
175,78,fat
180,55,thin
155,71,fat
182,71,normal
169,38,thin
143,44,normal
140,40,normal
169,40,thin
185,68,normal
149,84,fat
162,78,fat
179,84,fat
166,59,normal
178,53,thin
179,98,fat
169,76,fat
163,71,fat
172,46,thin
190,38,thin
181,60,thin
156,42,thin
178,65,normal
189,75,normal
170,60,normal
183,48,thin
163,73,fat
148,80,fat
151,76,fat
150,59,fat
164,98,fat
164,77,fat
179,81,fat
181,62,normal
141,39,normal
147,85,fat
162,38,thin
151,38,thin
151,38,thin
157,60,normal
190,53,thin
180,58,thin
144,86,fat
180,87,fat
147,73,fat
153,57,normal
174,75,normal
188,71,normal
174,42,thin
150,82,fat
182,64,normal
186,87,fat
174,74,normal
189,81,normal
168,74,fat
162,54,normal
183,43,thin
178,76,normal
143,63,fat
181,82,fat
189,50,thin
153,52,normal
147,93,fat
152,77,fat
161,82,fat
153,81,fat
172,41,thin
158,63,fat
168,70,normal
175,85,fat
173,93,fat
141,57,fat
181,53,thin
153,65,fat
177,82,fat
186,61,thin
169,72,fat
184,71,normal
182,100,fat
159,92,fat
163,85,fat
187,61,thin
166,85,fat
170,93,fat
156,100,fat
152,38,thin
177,79,fat
168,74,fat
183,42,thin
180,41,thin
152,92,fat
162,87,fat
190,48,thin
171,90,fat
142,84,fat
152,74,fat
180,69,normal
141,82,fat
162,61,normal
156,85,fat
177,61,normal
183,39,thin
148,62,fat
177,48,thin
166,84,fat
183,81,normal
188,92,fat
150,52,normal
156,58,normal
166,37,thin
181,91,fat
172,70,normal
148,89,fat
140,65,fat
185,49,thin
174,99,fat
174,81,fat
186,49,thin
176,50,thin
141,46,normal
170,60,normal
165,74,fat
144,99,fat
174,54,thin
167,52,normal
168,76,fat
180,76,normal
168,73,fat
162,77,fat
163,71,fat
177,78,normal
169,96,fat
168,46,thin
149,100,fat
150,38,thin
151,35,thin
188,85,normal
163,63,normal
147,47,normal
142,63,fat
180,97,fat
183,48,thin
179,44,thin
182,50,thin
165,78,fat
149,45,normal
151,96,fat
155,80,fat
149,57,fat
184,54,thin
172,86,fat
148,90,fat
174,55,thin
171,95,fat
174,87,fat
157,40,thin
187,83,normal
152,71,fat
165,83,fat
149,39,thin
164,89,fat
146,51,normal
154,76,fat
175,65,normal
180,56,thin
178,82,fat
144,44,normal
190,77,normal
172,67,normal
186,41,thin
158,68,fat
168,52,thin
170,85,fat
183,58,thin
189,70,normal
178,89,fat
183,90,fat
155,53,normal
181,55,thin
165,38,thin
180,71,normal
189,87,normal
174,93,fat
186,96,fat
184,56,thin
173,88,fat
170,94,fat
161,91,fat
153,38,thin
154,88,fat
148,37,thin
163,41,thin
158,73,fat
143,57,fat
140,35,thin
142,75,fat
158,59,normal
169,52,thin
144,46,normal
167,67,normal
174,43,thin
162,96,fat
188,63,thin
156,86,fat
190,43,thin
151,45,normal
180,43,thin
179,71,normal
166,72,fat
147,63,fat
160,90,fat
179,65,normal
144,91,fat
169,42,thin
167,78,fat
178,63,normal
189,35,thin
147,68,fat
156,97,fat
161,69,fat
151,81,fat
178,64,normal
178,36,thin
147,83,fat
143,70,fat
145,91,fat
186,46,thin
180,87,fat
160,57,normal
156,39,thin
181,40,thin
144,72,fat
184,98,fat
169,94,fat
159,92,fat
188,86,normal
164,85,fat
166,50,thin
155,35,thin
174,62,normal
140,40,normal
160,90,fat
166,60,normal
189,78,normal
163,77,fat
177,93,fat
172,56,normal
150,43,normal
158,55,normal
165,95,fat
159,49,normal
178,41,thin
190,98,fat
186,83,normal
182,54,thin
180,68,normal
173,86,fat
184,79,normal
186,40,thin
172,78,fat
183,74,normal
158,82,fat
162,82,fat
153,72,fat
184,87,fat
146,54,fat
177,73,normal
180,75,normal
150,47,normal
172,50,thin
186,82,normal
180,81,fat
154,99,fat
178,54,thin
140,59,fat
171,78,fat
141,35,thin
147,86,fat
169,64,normal
171,78,fat
167,81,fat
181,100,fat
171,40,thin
183,59,thin
159,35,thin
140,60,fat
153,41,thin
173,72,normal
147,95,fat
176,83,fat
148,47,normal
162,97,fat
171,48,thin
161,59,normal
151,57,normal
168,74,fat
163,44,thin
168,57,normal
167,67,normal
155,49,normal
182,96,fat
173,65,normal
145,93,fat
187,61,thin
176,98,fat
175,76,normal
184,87,fat
156,70,fat
141,58,fat
142,43,normal
149,75,fat
174,48,thin
188,45,thin
174,47,thin
154,80,fat
163,87,fat
176,89,fat
143,73,fat
166,66,normal
162,68,fat
185,87,fat
188,72,normal
169,40,thin
146,75,fat
154,67,fat
175,70,normal
151,91,fat
165,36,thin
152,38,thin
174,85,fat
176,68,normal
182,58,thin
163,43,thin
168,85,fat
171,81,fat
184,61,thin
167,71,fat
140,91,fat
164,98,fat
157,82,fat
162,45,thin
154,78,fat
154,100,fat
141,57,fat
176,58,normal
141,81,fat
176,73,normal
190,59,thin
189,87,normal
165,98,fat
144,92,fat
152,68,fat
171,92,fat
181,94,fat
162,38,thin
143,84,fat
169,82,fat
172,89,fat
154,58,normal
190,50,thin
165,83,fat
163,66,normal
155,85,fat
173,77,fat
190,62,thin
140,82,fat
155,85,fat
146,93,fat
190,46,thin
142,86,fat
145,84,fat
182,52,thin
172,87,fat
154,35,thin
161,42,thin
174,56,thin
158,76,fat
185,100,fat
178,85,fat
168,46,thin
144,98,fat
178,59,normal
160,49,normal
175,92,fat
180,67,normal
164,100,fat
175,40,thin
187,83,normal
153,46,normal
155,50,normal
142,78,fat
174,47,thin
190,94,fat
163,78,fat
148,63,fat
147,43,normal
146,57,fat
184,37,thin
152,94,fat
163,47,thin
173,82,fat
140,45,normal
142,58,fat
171,83,fat
141,66,fat
141,85,fat
179,74,normal
143,70,fat
168,88,fat
164,86,fat
189,41,thin
156,74,fat
153,44,normal
183,79,normal
156,68,fat
145,36,thin
165,100,fat
187,37,thin
151,92,fat
166,74,fat
146,54,fat
176,80,fat
179,65,normal
154,36,thin
163,85,fat
143,78,fat
155,82,fat
159,66,fat
148,59,fat
141,56,fat
165,54,normal
141,75,fat
172,86,fat
187,89,fat
177,44,thin
167,75,fat
175,61,normal
150,98,fat
183,93,fat
143,76,fat
175,90,fat
179,68,normal
145,88,fat
140,91,fat
185,99,fat
188,65,thin
152,58,fat
168,86,fat
190,42,thin
146,77,fat
149,87,fat
185,41,thin
144,87,fat
166,99,fat
184,49,thin
150,65,fat
176,65,normal
182,47,thin
183,50,thin
165,45,thin
147,48,normal
169,69,normal
154,38,thin
179,37,thin
181,39,thin
149,89,fat
154,35,thin
157,77,fat
146,57,fat
158,40,thin
153,48,normal
173,53,thin
148,85,fat
154,58,normal
153,68,fat
168,98,fat
158,38,thin
167,81,fat
178,62,normal
144,58,fat
173,46,thin
183,48,thin
167,84,fat
182,77,normal
153,53,normal
150,90,fat
145,58,fat
157,73,fat
154,60,fat
147,88,fat
163,78,fat
144,73,fat
150,76,fat
176,45,thin
174,75,normal
140,69,fat
158,89,fat
144,46,normal
188,94,fat
166,88,fat
176,54,thin
141,91,fat
168,97,fat
167,82,fat
170,54,normal
150,48,normal
181,69,normal
158,81,fat
176,70,normal
147,93,fat
169,61,normal
190,44,thin
149,98,fat
146,44,normal
153,97,fat
161,52,normal
140,54,fat
177,60,normal
159,100,fat
157,63,fat
149,66,fat
143,47,normal
149,88,fat
181,73,normal
143,39,normal
155,52,normal
182,98,fat
188,89,fat
155,49,normal
175,82,fat
185,94,fat
184,75,normal
154,64,fat
185,72,normal
173,77,fat
173,85,fat
165,41,thin
177,44,thin
162,42,thin
144,82,fat
171,92,fat
185,88,fat
160,88,fat
160,65,fat
186,63,thin
166,74,fat
168,70,normal
140,44,normal
165,64,normal
178,46,thin
165,78,fat
188,47,thin
177,40,thin
172,37,thin
153,43,thin
144,86,fat
151,47,normal
172,65,normal
161,38,thin
166,57,normal
169,87,fat
163,82,fat
162,58,normal
167,76,fat
179,48,thin
185,86,fat
168,56,normal
154,42,thin
157,71,fat
183,40,thin
143,76,fat
141,43,normal
159,85,fat
148,79,fat
155,71,fat
184,49,thin
145,84,fat
142,39,normal
184,95,fat
170,50,thin
157,93,fat
175,97,fat
144,54,fat
172,69,normal
150,91,fat
174,69,normal
151,61,fat
154,42,thin
151,66,fat
165,96,fat
142,39,normal
162,88,fat
152,49,normal
158,50,normal
189,45,thin
154,90,fat
176,40,thin
174,43,thin
171,99,fat
184,64,normal
172,99,fat
184,51,thin
177,38,thin
178,61,normal
174,94,fat
186,71,normal
189,97,fat
190,62,thin
149,53,normal
162,98,fat
173,45,thin
173,36,thin
177,99,fat
189,84,normal
182,88,fat
174,50,thin
180,89,fat
149,61,fat
143,75,fat
189,37,thin
154,92,fat
152,84,fat
174,72,normal
185,69,normal
143,76,fat
171,71,normal
158,53,normal
184,84,normal
180,51,thin
150,68,fat
170,68,normal
158,56,normal
166,42,thin
141,72,fat
167,50,thin
142,55,fat
155,90,fat
175,79,fat
177,93,fat
186,72,normal
178,62,normal
153,67,fat
182,68,normal
159,97,fat
180,80,normal
183,72,normal
174,91,fat
168,54,normal
177,97,fat
173,97,fat
164,46,thin
183,35,thin
147,43,normal
181,78,normal
160,53,normal
188,93,fat
183,78,normal
189,74,normal
184,92,fat
174,94,fat
189,70,normal
141,87,fat
187,53,thin
164,61,normal
151,85,fat
183,78,normal
181,40,thin
142,97,fat
164,94,fat
147,60,fat
174,45,thin
167,56,normal
154,40,thin
183,60,thin
141,47,normal
145,43,normal
177,90,fat
165,40,thin
188,47,thin
169,61,normal
150,73,fat
184,100,fat
155,37,thin
188,38,thin
149,92,fat
167,72,fat
183,80,normal
156,39,thin
157,38,thin
185,75,normal
146,100,fat
150,75,fat
141,77,fat
150,43,normal
148,36,thin
144,65,fat
184,37,thin
185,87,fat
185,88,fat
160,43,thin
154,52,normal
190,36,thin
182,53,thin
190,77,normal
156,95,fat
167,46,thin
182,64,normal
189,47,thin
184,86,fat
179,82,fat
161,64,normal
147,86,fat
162,46,thin
147,46,normal
180,89,fat
166,58,normal
159,81,fat
178,55,thin
182,64,normal
162,77,fat
157,62,fat
171,51,thin
176,81,fat
169,39,thin
171,52,thin
187,79,normal
146,59,fat
140,91,fat
148,39,thin
163,93,fat
153,91,fat
186,92,fat
151,72,fat
149,48,normal
161,87,fat
141,99,fat
153,46,normal
161,61,normal
166,66,normal
171,82,fat
146,35,thin
142,38,normal
167,82,fat
160,40,thin
174,84,fat
183,66,normal
181,89,fat
164,86,fat
156,50,normal
189,93,fat
150,86,fat
155,87,fat
184,55,thin
167,84,fat
161,100,fat
175,60,normal
153,74,fat
153,46,normal
164,87,fat
171,85,fat
167,76,fat
178,94,fat
155,91,fat
152,36,thin
174,80,fat
148,53,normal
172,59,normal
140,95,fat
189,70,normal
174,50,thin
169,36,thin
187,90,fat
159,37,thin
168,88,fat
172,96,fat
140,93,fat
180,63,normal
161,59,normal
142,84,fat
180,65,normal
149,39,thin
165,82,fat
186,55,thin
171,74,fat
146,35,thin
187,65,normal
153,38,thin
140,46,normal
151,35,thin
171,68,normal
188,94,fat
156,93,fat
147,69,fat
158,90,fat
171,40,thin
170,91,fat
169,78,fat
156,81,fat
179,63,normal
185,59,thin
150,94,fat
172,62,normal
171,52,thin
176,74,normal
177,51,thin
140,51,fat
167,66,normal
178,38,thin
141,94,fat
144,44,normal
174,64,normal
187,86,normal
172,36,thin
184,83,normal
164,85,fat
157,67,fat
173,85,fat
154,41,thin
144,94,fat
144,42,normal
189,60,thin
149,66,fat
159,50,normal
146,67,fat
181,38,thin
150,61,fat
177,80,fat
167,58,normal
184,52,thin
145,35,thin
155,75,fat
187,45,thin
140,53,fat
172,46,thin
162,64,normal
173,38,thin
147,37,thin
157,53,normal
170,45,thin
159,53,normal
141,47,normal
175,81,fat
180,60,normal
159,68,fat
145,89,fat
181,58,thin
141,75,fat
176,37,thin
173,74,normal
167,99,fat
186,39,thin
174,70,normal
189,47,thin
150,53,normal
188,69,normal
189,100,fat
167,76,fat
149,53,normal
164,75,fat
170,63,normal
186,61,thin
162,35,thin
181,75,normal
158,71,fat
186,76,normal
148,76,fat
172,84,fat
185,95,fat
181,62,normal
168,96,fat
190,69,normal
150,83,fat
189,98,fat
164,73,fat
187,54,thin
147,36,thin
143,78,fat
155,41,thin
151,73,fat
171,46,thin
140,87,fat
162,55,normal
178,74,normal
189,68,normal
160,69,fat
156,73,fat
174,49,thin
147,62,fat
159,67,fat
184,49,thin
188,98,fat
186,41,thin
171,44,thin
160,58,normal
152,71,fat
154,70,fat
150,35,thin
146,66,fat
170,73,fat
142,58,fat
188,44,thin
168,80,fat
190,81,normal
154,42,thin
177,38,thin
177,66,normal
179,39,thin
179,39,thin
163,51,normal
181,57,thin
169,45,thin
186,78,normal
168,87,fat
175,83,fat
143,88,fat
148,46,normal
169,66,normal
190,54,thin
179,70,normal
188,64,thin
145,55,fat
170,68,normal
171,58,normal
160,98,fat
188,60,thin
190,84,normal
172,88,fat
155,90,fat
152,89,fat
143,61,fat
155,52,normal
175,35,thin
185,65,normal
140,83,fat
152,54,normal
189,80,normal
155,58,normal
170,80,fat
165,82,fat
160,74,fat
148,55,fat
188,65,thin
189,86,normal
183,39,thin
180,65,normal
165,52,normal
187,91,fat
148,95,fat
162,55,normal
140,57,fat
151,75,fat
165,67,normal
173,93,fat
154,67,fat
144,42,normal
144,67,fat
156,92,fat
162,93,fat
173,99,fat
141,45,normal
149,71,fat
173,88,fat
142,52,fat
142,65,fat
165,38,thin
166,53,normal
142,62,fat
180,41,thin
166,84,fat
140,39,normal
174,90,fat
166,81,fat
157,43,thin
153,99,fat
163,92,fat
164,62,normal
183,65,normal
174,57,normal
176,51,thin
177,65,normal
140,66,fat
189,61,thin
174,74,normal
141,58,fat
159,98,fat
180,88,fat
180,40,thin
160,99,fat
178,44,thin
172,95,fat
153,74,fat
183,89,fat
141,60,fat
176,58,normal
161,77,fat
190,90,normal
143,99,fat
157,100,fat
170,79,fat
169,64,normal
167,62,normal
158,76,fat
177,51,thin
148,39,thin
166,76,fat
162,68,fat
190,72,normal
160,97,fat
184,49,thin
174,52,thin
162,73,fat
143,64,fat
171,40,thin
164,36,thin
163,43,thin
168,88,fat
151,82,fat
166,97,fat
144,56,fat
165,97,fat
162,77,fat
174,99,fat
161,66,fat
183,97,fat
141,36,thin
176,58,normal
183,68,normal
172,55,normal
145,81,fat
168,81,fat
185,78,normal
170,92,fat
141,42,normal
178,51,thin
161,91,fat
161,41,thin
143,36,thin
145,46,normal
179,64,normal
186,84,normal
168,37,thin
156,41,thin
154,39,thin
155,60,normal
178,58,thin
172,68,normal
183,85,fat
185,60,thin
188,61,thin
182,41,thin
156,57,normal
167,92,fat
180,39,thin
175,97,fat
190,50,thin
146,47,normal
181,51,thin
156,93,fat
177,77,normal
187,63,thin
147,66,fat
175,48,thin
156,80,fat
181,74,normal
178,73,normal
166,62,normal
154,79,fat
155,84,fat
140,95,fat
167,40,thin
141,91,fat
162,98,fat
176,69,normal
173,62,normal
146,61,fat
153,76,fat
163,66,normal
172,82,fat
143,60,fat
167,98,fat
184,41,thin
170,77,fat
154,81,fat
184,89,fat
169,82,fat
141,80,fat
172,70,normal
187,95,fat
140,35,thin
142,47,normal
175,38,thin
166,84,fat
151,38,thin
159,51,normal
142,52,fat
185,86,fat
185,84,normal
155,53,normal
155,45,normal
189,58,thin
179,45,thin
161,92,fat
174,50,thin
154,64,fat
149,78,fat
148,72,fat
157,36,thin
142,42,normal
171,66,normal
155,41,thin
190,73,normal
167,35,thin
160,79,fat
151,46,normal
173,91,fat
188,57,thin
150,72,fat
167,80,fat
155,52,normal
151,60,fat
163,39,thin
162,47,thin
172,66,normal
171,54,thin
175,47,thin
141,66,fat
174,93,fat
170,39,thin
155,62,fat
184,95,fat
149,80,fat
171,74,fat
146,53,normal
174,71,normal
140,92,fat
189,42,thin
187,69,normal
157,99,fat
146,42,normal
188,81,normal
146,82,fat
170,38,thin
141,73,fat
142,72,fat
190,99,fat
165,68,normal
144,65,fat
160,63,normal
145,43,normal
140,91,fat
182,51,thin
190,95,fat
156,53,normal
177,36,thin
151,39,thin
182,87,fat
177,93,fat
140,50,fat
168,71,fat
146,48,normal
158,67,fat
146,41,normal
141,84,fat
170,83,fat
143,88,fat
140,94,fat
184,64,normal
143,99,fat
157,61,normal
174,98,fat
145,98,fat
164,87,fat
140,45,normal
145,92,fat
183,81,normal
163,75,fat
163,57,normal
147,95,fat
169,88,fat
151,83,fat
161,83,fat
158,73,fat
186,94,fat
154,92,fat
164,90,fat
157,39,thin
185,79,normal
188,74,normal
178,82,fat
167,45,thin
168,79,fat
165,98,fat
190,88,normal
152,69,fat
146,54,fat
169,43,thin
180,38,thin
146,63,fat
140,45,normal
169,64,normal
157,97,fat
148,78,fat
181,90,fat
183,40,thin
166,47,thin
160,81,fat
146,41,normal
151,47,normal
179,93,fat
181,68,normal
184,67,normal
140,51,fat
171,58,normal
163,90,fat
182,40,thin
157,69,fat
179,61,normal
177,74,normal
162,99,fat
164,48,thin
184,83,normal
161,86,fat
167,37,thin
185,84,normal
189,43,thin
168,82,fat
158,43,thin
190,62,thin
141,90,fat
186,62,thin
166,77,fat
149,56,fat
186,38,thin
151,39,thin
143,91,fat
148,47,normal
141,64,fat
162,51,normal
168,37,thin
179,59,thin
175,81,fat
151,51,normal
140,99,fat
153,55,normal
182,53,thin
186,58,thin
181,37,thin
140,38,normal
178,44,thin
172,98,fat
178,43,thin
174,55,thin
149,54,normal
187,87,normal
150,38,thin
172,59,normal
173,45,thin
185,73,normal
189,70,normal
178,98,fat
153,90,fat
176,69,normal
166,49,thin
173,44,thin
169,50,thin
144,54,fat
172,88,fat
189,85,normal
186,91,fat
168,88,fat
176,42,thin
179,98,fat
161,40,thin
161,53,normal
164,49,thin
167,42,thin
148,96,fat
174,86,fat
150,86,fat
166,38,thin
146,71,fat
159,92,fat
164,58,normal
169,81,fat
169,63,normal
157,94,fat
187,73,normal
161,72,fat
187,47,thin
171,82,fat
173,40,thin
178,91,fat
156,37,thin
160,95,fat
141,79,fat
167,74,fat
159,87,fat
154,95,fat
145,39,normal
187,87,normal
156,35,thin
153,70,fat
153,78,fat
166,60,normal
185,96,fat
153,81,fat
155,43,thin
140,76,fat
183,86,fat
171,46,thin
168,48,thin
180,72,normal
183,90,fat
175,93,fat
175,39,thin
183,88,fat
188,65,thin
183,70,normal
161,94,fat
165,57,normal
170,63,normal
159,82,fat
161,59,normal
158,78,fat
190,68,normal
156,63,fat
186,45,thin
142,86,fat
167,94,fat
150,100,fat
142,78,fat
140,83,fat
188,44,thin
143,94,fat
142,99,fat
147,62,fat
183,87,fat
158,80,fat
181,44,thin
154,52,normal
158,87,fat
152,64,fat
178,50,thin
189,96,fat
174,71,normal
190,44,thin
189,71,normal
165,47,thin
168,99,fat
151,40,thin
142,41,normal
176,41,thin
158,66,fat
188,58,thin
190,97,fat
140,91,fat
173,52,thin
179,48,thin
190,76,normal
148,85,fat
185,63,thin
157,65,fat
153,79,fat
157,54,normal
158,59,normal
174,43,thin
185,91,fat
146,55,fat
156,59,normal
172,100,fat
180,38,thin
159,76,fat
166,92,fat
178,82,fat
160,90,fat
166,69,fat
150,44,normal
186,40,thin
176,98,fat
186,97,fat
163,51,normal
170,76,fat
158,67,fat
160,39,thin
147,72,fat
157,56,normal
187,65,normal
176,36,thin
148,88,fat
158,63,fat
154,46,normal
158,92,fat
165,77,fat
150,60,fat
178,45,thin
166,56,normal
143,63,fat
158,58,normal
169,82,fat
145,58,fat
186,65,normal
172,96,fat
